class,label,source,target,conversion_factors,nominal_value,min,max,summed_max,actual_value,fixed_costs,variable_costs,fixed,nominal_capacity,capacity_loss,inflow_conversion_factor,outflow_conversion_factor,initial_capacity,capacity_min,capacity_max,balanced
Source,DEdr05_shortage,DEdr05_shortage,DEdr05_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr05_pp_biomass,DEdr05_pp_biomass,DEdr05_bus_el,0.38,1251.5223267655,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr05_pp_biomass,GL_bus_biomass,DEdr05_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr05_run_of_river,DEdr05_run_of_river,DEdr05_bus_el,,0.9703338467,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr05_solar,DEdr05_solar,DEdr05_bus_el,,3045.4505,,,,seq,,,TRUE,,,,,,,,
Source,DEdr05_wind_onshore,DEdr05_wind_onshore,DEdr05_bus_el,,685.864,,,,seq,,,TRUE,,,,,,,,
Storage,DEdr05_storage_a_caes,DEdr05_storage_a_caes,DEdr05_bus_el,,105.85,,,,,,0,,,,,,,,,
Storage,DEdr05_storage_a_caes,DEdr05_bus_el,DEdr05_storage_a_caes,,105.85,,,,,,0,,317.55,0,0.837,0.837,0.5,0,1,
Storage,DEdr05_storage_hydrogen,DEdr05_storage_hydrogen,DEdr05_bus_el,,343.77,,,,,,0,,,,,,,,,
Storage,DEdr05_storage_hydrogen,DEdr05_bus_el,DEdr05_storage_hydrogen,,343.77,,,,,,0,,3437.68,0,0.632,0.632,0.5,0,1,
Storage,DEdr05_storage_lithium_ion,DEdr05_storage_lithium_ion,DEdr05_bus_el,,532.67,,,,,,0,,,,,,,,,
Storage,DEdr05_storage_lithium_ion,DEdr05_bus_el,DEdr05_storage_lithium_ion,,532.67,,,,,,0,,2663.35,0,0.975,0.975,0.5,0,1,
Storage,DEdr05_storage_redox_flow,DEdr05_storage_redox_flow,DEdr05_bus_el,,31.65,,,,,,0,,,,,,,,,
Storage,DEdr05_storage_redox_flow,DEdr05_bus_el,DEdr05_storage_redox_flow,,31.65,,,,,,0,,105.51,0,0.866,0.866,0.5,0,1,
Sink,DEdr05_load,DEdr05_bus_el,DEdr05_load,,3707.9840787606,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr06,,,,,,,,,,,,,,,,,,,,
Sink,DEdr06_excess,DEdr06_bus_el,DEdr06_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr06_shortage,DEdr06_shortage,DEdr06_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr06_pp_biomass,DEdr06_pp_biomass,DEdr06_bus_el,0.38,1153.1996388904,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr06_pp_biomass,GL_bus_biomass,DEdr06_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr06_run_of_river,DEdr06_run_of_river,DEdr06_bus_el,,47.0180475267,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr06_solar,DEdr06_solar,DEdr06_bus_el,,4289.42306,,,,seq,,,TRUE,,,,,,,,
Source,DEdr06_wind_onshore,DEdr06_wind_onshore,DEdr06_bus_el,,449.812,,,,seq,,,TRUE,,,,,,,,
Storage,DEdr06_storage_a_caes,DEdr06_storage_a_caes,DEdr06_bus_el,,111.48,,,,,,0,,,,,,,,,
Storage,DEdr06_storage_a_caes,DEdr06_bus_el,DEdr06_storage_a_caes,,111.48,,,,,,0,,334.44,0,0.837,0.837,0.5,0,1,
Storage,DEdr06_storage_hydrogen,DEdr06_storage_hydrogen,DEdr06_bus_el,,362.03,,,,,,0,,,,,,,,,
Storage,DEdr06_storage_hydrogen,DEdr06_bus_el,DEdr06_storage_hydrogen,,362.03,,,,,,0,,3620.27,0,0.632,0.632,0.5,0,1,
Storage,DEdr06_storage_lithium_ion,DEdr06_storage_lithium_ion,DEdr06_bus_el,,560.96,,,,,,0,,,,,,,,,
Storage,DEdr06_storage_lithium_ion,DEdr06_bus_el,DEdr06_storage_lithium_ion,,560.96,,,,,,0,,5600,0,0.975,0.975,0.5,0,1,
Storage,DEdr06_storage_pumped_hydro,DEdr06_storage_pumped_hydro,DEdr06_bus_el,,335.287560951,,,,,,0,,,,,,,,,
Storage,DEdr06_storage_pumped_hydro,DEdr06_bus_el,DEdr06_storage_pumped_hydro,,335.287560951,,,,,,0,,3350,0,0.894,0.894,0.5,0,1,
Storage,DEdr06_storage_redox_flow,DEdr06_storage_redox_flow,DEdr06_bus_el,,33.34,,,,,,0,,,,,,,,,
Storage,DEdr06_storage_redox_flow,DEdr06_bus_el,DEdr06_storage_redox_flow,,33.34,,,,,,0,,111.12,0,0.866,0.866,0.5,0,1,
Sink,DEdr06_load,DEdr06_bus_el,DEdr06_load,,9140.6119150844,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr07,,,,,,,,,,,,,,,,,,,,
Sink,DEdr07_excess,DEdr07_bus_el,DEdr07_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr07_shortage,DEdr07_shortage,DEdr07_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr07_pp_biomass,DEdr07_pp_biomass,DEdr07_bus_el,0.38,909.395303596,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr07_pp_biomass,GL_bus_biomass,DEdr07_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr07_run_of_river,DEdr07_run_of_river,DEdr07_bus_el,,91.4775721673,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr07_solar,DEdr07_solar,DEdr07_bus_el,,2684.12386,,,,seq,,,TRUE,,,,,,,,
Source,DEdr07_wind_onshore,DEdr07_wind_onshore,DEdr07_bus_el,,512.034,,,,seq,,,TRUE,,,,,,,,
Storage,DEdr07_storage_a_caes,DEdr07_storage_a_caes,DEdr07_bus_el,,84.29,,,,,,0,,,,,,,,,
Storage,DEdr07_storage_a_caes,DEdr07_bus_el,DEdr07_storage_a_caes,,84.29,,,,,,0,,252.87,0,0.837,0.837,0.5,0,1,
Storage,DEdr07_storage_hydrogen,DEdr07_storage_hydrogen,DEdr07_bus_el,,273.75,,,,,,0,,,,,,,,,
Storage,DEdr07_storage_hydrogen,DEdr07_bus_el,DEdr07_storage_hydrogen,,273.75,,,,,,0,,2737.52,0,0.632,0.632,0.5,0,1,
Storage,DEdr07_storage_lithium_ion,DEdr07_storage_lithium_ion,DEdr07_bus_el,,424.18,,,,,,0,,,,,,,,,
Storage,DEdr07_storage_lithium_ion,DEdr07_bus_el,DEdr07_storage_lithium_ion,,424.18,,,,,,0,,4240,0,0.975,0.975,0.5,0,1,
Storage,DEdr07_storage_pumped_hydro,DEdr07_storage_pumped_hydro,DEdr07_bus_el,,302.416231446,,,,,,0,,,,,,,,,
Storage,DEdr07_storage_pumped_hydro,DEdr07_bus_el,DEdr07_storage_pumped_hydro,,302.416231446,,,,,,0,,3020,0,0.894,0.894,0.5,0,1,
Storage,DEdr07_storage_redox_flow,DEdr07_storage_redox_flow,DEdr07_bus_el,,25.21,,,,,,0,,,,,,,,,
Storage,DEdr07_storage_redox_flow,DEdr07_bus_el,DEdr07_storage_redox_flow,,25.21,,,,,,0,,84.02,0,0.866,0.866,0.5,0,1,
Sink,DEdr07_load,DEdr07_bus_el,DEdr07_load,,4397.8415817859,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr08,,,,,,,,,,,,,,,,,,,,
Sink,DEdr08_excess,DEdr08_bus_el,DEdr08_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr08_shortage,DEdr08_shortage,DEdr08_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr08_pp_biomass,DEdr08_pp_biomass,DEdr08_bus_el,0.38,402.9872110393,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr08_pp_biomass,GL_bus_biomass,DEdr08_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr08_run_of_river,DEdr08_run_of_river,DEdr08_bus_el,,111.9424991019,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr08_solar,DEdr08_solar,DEdr08_bus_el,,2444.50428,,,,seq,,,TRUE,,,,,,,,
Source,DEdr08_wind_onshore,DEdr08_wind_onshore,DEdr08_bus_el,,1254.676,,,,seq,,,TRUE,,,,,,,,
Storage,DEdr08_storage_a_caes,DEdr08_storage_a_caes,DEdr08_bus_el,,74.02,,,,,,0,,,,,,,,,
Storage,DEdr08_storage_a_caes,DEdr08_bus_el,DEdr08_storage_a_caes,,74.02,,,,,,0,,222.06,0,0.837,0.837,0.5,0,1,
Storage,DEdr08_storage_hydrogen,DEdr08_storage_hydrogen,DEdr08_bus_el,,240.39,,,,,,0,,,,,,,,,
Storage,DEdr08_storage_hydrogen,DEdr08_bus_el,DEdr08_storage_hydrogen,,240.39,,,,,,0,,2403.9,0,0.632,0.632,0.5,0,1,
Storage,DEdr08_storage_lithium_ion,DEdr08_storage_lithium_ion,DEdr08_bus_el,,372.49,,,,,,0,,,,,,,,,
Storage,DEdr08_storage_lithium_ion,DEdr08_bus_el,DEdr08_storage_lithium_ion,,372.49,,,,,,0,,1862.43,0,0.975,0.975,0.5,0,1,
Storage,DEdr08_storage_redox_flow,DEdr08_storage_redox_flow,DEdr08_bus_el,,22.13,,,,,,0,,,,,,,,,
Storage,DEdr08_storage_redox_flow,DEdr08_bus_el,DEdr08_storage_redox_flow,,22.13,,,,,,0,,73.78,0,0.866,0.866,0.5,0,1,
Sink,DEdr08_load,DEdr08_bus_el,DEdr08_load,,5691.3243999582,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr09,,,,,,,,,,,,,,,,,,,,
Sink,DEdr09_excess,DEdr09_bus_el,DEdr09_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr09_shortage,DEdr09_shortage,DEdr09_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr09_pp_biomass,DEdr09_pp_biomass,DEdr09_bus_el,0.38,829.5111272842,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr09_pp_biomass,GL_bus_biomass,DEdr09_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr09_run_of_river,DEdr09_run_of_river,DEdr09_bus_el,,192.7374445324,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr09_solar,DEdr09_solar,DEdr09_bus_el,,5870.72132,,,,seq,,,TRUE,,,,,,,,
Source,DEdr09_wind_onshore,DEdr09_wind_onshore,DEdr09_bus_el,,2946.295,,,,seq,,,TRUE,,,,,,,,
Source,DEdr09_geothermal,DEdr09_geothermal,DEdr09_bus_el,,721.996,,,,0.95,,,TRUE,,,,,,,,
Storage,DEdr09_storage_a_caes,DEdr09_storage_a_caes,DEdr09_bus_el,,198.29,,,,,,0,,,,,,,,,
Storage,DEdr09_storage_a_caes,DEdr09_bus_el,DEdr09_storage_a_caes,,198.29,,,,,,0,,594.87,0,0.837,0.837,0.5,0,1,
Storage,DEdr09_storage_hydrogen,DEdr09_storage_hydrogen,DEdr09_bus_el,,643.98,,,,,,0,,,,,,,,,
Storage,DEdr09_storage_hydrogen,DEdr09_bus_el,DEdr09_storage_hydrogen,,643.98,,,,,,0,,6439.8,0,0.632,0.632,0.5,0,1,
Storage,DEdr09_storage_lithium_ion,DEdr09_storage_lithium_ion,DEdr09_bus_el,,997.85,,,,,,0,,,,,,,,,
Storage,DEdr09_storage_lithium_ion,DEdr09_bus_el,DEdr09_storage_lithium_ion,,997.85,,,,,,0,,4989.25,0,0.975,0.975,0.5,0,1,
Storage,DEdr09_storage_redox_flow,DEdr09_storage_redox_flow,DEdr09_bus_el,,59.3,,,,,,0,,,,,,,,,
Storage,DEdr09_storage_redox_flow,DEdr09_bus_el,DEdr09_storage_redox_flow,,59.3,,,,,,0,,197.66,0,0.866,0.866,0.5,0,1,
Sink,DEdr09_load,DEdr09_bus_el,DEdr09_load,,8623.2187878154,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr10,,,,,,,,,,,,,,,,,,,,
Sink,DEdr10_excess,DEdr10_bus_el,DEdr10_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr10_shortage,DEdr10_shortage,DEdr10_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr10_pp_biomass,DEdr10_pp_biomass,DEdr10_bus_el,0.38,1214.460838321,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr10_pp_biomass,GL_bus_biomass,DEdr10_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr10_run_of_river,DEdr10_run_of_river,DEdr10_bus_el,,279.1956555429,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr10_solar,DEdr10_solar,DEdr10_bus_el,,5709.01026,,,,seq,,,TRUE,,,,,,,,
Source,DEdr10_wind_onshore,DEdr10_wind_onshore,DEdr10_bus_el,,1628.486,,,,seq,,,TRUE,,,,,,,,
Storage,DEdr10_storage_a_caes,DEdr10_storage_a_caes,DEdr10_bus_el,,106.02,,,,,,0,,,,,,,,,
Storage,DEdr10_storage_a_caes,DEdr10_bus_el,DEdr10_storage_a_caes,,106.02,,,,,,0,,318.06,0,0.837,0.837,0.5,0,1,
Storage,DEdr10_storage_hydrogen,DEdr10_storage_hydrogen,DEdr10_bus_el,,344.3,,,,,,0,,,,,,,,,
Storage,DEdr10_storage_hydrogen,DEdr10_bus_el,DEdr10_storage_hydrogen,,344.3,,,,,,0,,3442.99,0,0.632,0.632,0.5,0,1,
Storage,DEdr10_storage_lithium_ion,DEdr10_storage_lithium_ion,DEdr10_bus_el,,533.49,,,,,,0,,,,,,,,,
Storage,DEdr10_storage_lithium_ion,DEdr10_bus_el,DEdr10_storage_lithium_ion,,533.49,,,,,,0,,2667.46,0,0.975,0.975,0.5,0,1,
Storage,DEdr10_storage_redox_flow,DEdr10_storage_redox_flow,DEdr10_bus_el,,31.7,,,,,,0,,,,,,,,,
Storage,DEdr10_storage_redox_flow,DEdr10_bus_el,DEdr10_storage_redox_flow,,31.7,,,,,,0,,105.68,0,0.866,0.866,0.5,0,1,
Sink,DEdr10_load,DEdr10_bus_el,DEdr10_load,,1897.1081333194,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr11,,,,,,,,,,,,,,,,,,,,
Sink,DEdr11_excess,DEdr11_bus_el,DEdr11_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr11_shortage,DEdr11_shortage,DEdr11_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr11_pp_biomass,DEdr11_pp_biomass,DEdr11_bus_el,0.38,919.3136561986,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr11_pp_biomass,GL_bus_biomass,DEdr11_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr11_run_of_river,DEdr11_run_of_river,DEdr11_bus_el,,169.0603218266,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr11_solar,DEdr11_solar,DEdr11_bus_el,,3321.96428,,,,seq,,,TRUE,,,,,,,,
Source,DEdr11_wind_onshore,DEdr11_wind_onshore,DEdr11_bus_el,,759.946,,,,seq,,,TRUE,,,,,,,,
Source,DEdr11_geothermal,DEdr11_geothermal,DEdr11_bus_el,,50.91,,,,0.95,,,TRUE,,,,,,,,
Storage,DEdr11_storage_a_caes,DEdr11_storage_a_caes,DEdr11_bus_el,,68.26,,,,,,0,,,,,,,,,
Storage,DEdr11_storage_a_caes,DEdr11_bus_el,DEdr11_storage_a_caes,,68.26,,,,,,0,,204.78,0,0.837,0.837,0.5,0,1,
Storage,DEdr11_storage_hydrogen,DEdr11_storage_hydrogen,DEdr11_bus_el,,221.68,,,,,,0,,,,,,,,,
Storage,DEdr11_storage_hydrogen,DEdr11_bus_el,DEdr11_storage_hydrogen,,221.68,,,,,,0,,2216.84,0,0.632,0.632,0.5,0,1,
Storage,DEdr11_storage_lithium_ion,DEdr11_storage_lithium_ion,DEdr11_bus_el,,343.5,,,,,,0,,,,,,,,,
Storage,DEdr11_storage_lithium_ion,DEdr11_bus_el,DEdr11_storage_lithium_ion,,343.5,,,,,,0,,1717.5,0,0.975,0.975,0.5,0,1,
Storage,DEdr11_storage_redox_flow,DEdr11_storage_redox_flow,DEdr11_bus_el,,20.41,,,,,,0,,,,,,,,,
Storage,DEdr11_storage_redox_flow,DEdr11_bus_el,DEdr11_storage_redox_flow,,20.41,,,,,,0,,68.04,0,0.866,0.866,0.5,0,1,
Sink,DEdr11_load,DEdr11_bus_el,DEdr11_load,,4225.3772060296,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr12,,,,,,,,,,,,,,,,,,,,
Sink,DEdr12_excess,DEdr12_bus_el,DEdr12_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr12_shortage,DEdr12_shortage,DEdr12_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr12_pp_biomass,DEdr12_pp_biomass,DEdr12_bus_el,0.38,2374.5525292355,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr12_pp_biomass,GL_bus_biomass,DEdr12_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr12_run_of_river,DEdr12_run_of_river,DEdr12_bus_el,,851.022671444,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr12_solar,DEdr12_solar,DEdr12_bus_el,,9472.68878,,,,seq,,,TRUE,,,,,,,,
Source,DEdr12_wind_onshore,DEdr12_wind_onshore,DEdr12_bus_el,,3315.493,,,,seq,,,TRUE,,,,,,,,
Storage,DEdr12_storage_a_caes,DEdr12_storage_a_caes,DEdr12_bus_el,,188.2,,,,,,0,,,,,,,,,
Storage,DEdr12_storage_a_caes,DEdr12_bus_el,DEdr12_storage_a_caes,,188.2,,,,,,0,,564.6,0,0.837,0.837,0.5,0,1,
Storage,DEdr12_storage_hydrogen,DEdr12_storage_hydrogen,DEdr12_bus_el,,611.21,,,,,,0,,,,,,,,,
Storage,DEdr12_storage_hydrogen,DEdr12_bus_el,DEdr12_storage_hydrogen,,611.21,,,,,,0,,6112.06,0,0.632,0.632,0.5,0,1,
Storage,DEdr12_storage_lithium_ion,DEdr12_storage_lithium_ion,DEdr12_bus_el,,947.07,,,,,,0,,,,,,,,,
Storage,DEdr12_storage_lithium_ion,DEdr12_bus_el,DEdr12_storage_lithium_ion,,947.07,,,,,,0,,9470,0,0.975,0.975,0.5,0,1,
Storage,DEdr12_storage_pumped_hydro,DEdr12_storage_pumped_hydro,DEdr12_bus_el,,2986.908141021,,,,,,0,,,,,,,,,
Storage,DEdr12_storage_pumped_hydro,DEdr12_bus_el,DEdr12_storage_pumped_hydro,,2986.908141021,,,,,,0,,29860,0,0.894,0.894,0.5,0,1,
Storage,DEdr12_storage_redox_flow,DEdr12_storage_redox_flow,DEdr12_bus_el,,56.28,,,,,,0,,,,,,,,,
Storage,DEdr12_storage_redox_flow,DEdr12_bus_el,DEdr12_storage_redox_flow,,56.28,,,,,,0,,187.6,0,0.866,0.866,0.5,0,1,
Sink,DEdr12_load,DEdr12_bus_el,DEdr12_load,,8105.8256605465,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr13,,,,,,,,,,,,,,,,,,,,
Sink,DEdr13_excess,DEdr13_bus_el,DEdr13_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr13_shortage,DEdr13_shortage,DEdr13_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr13_pp_biomass,DEdr13_pp_biomass,DEdr13_bus_el,0.38,1554.5881505075,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr13_pp_biomass,GL_bus_biomass,DEdr13_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr13_run_of_river,DEdr13_run_of_river,DEdr13_bus_el,,10.441,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr13_solar,DEdr13_solar,DEdr13_bus_el,,3117.9198277062,,,,seq,,,TRUE,,,,,,,,
Source,DEdr13_wind_onshore,DEdr13_wind_onshore,DEdr13_bus_el,,2121.058,,,,seq,,,TRUE,,,,,,,,
Storage,DEdr13_storage_a_caes,DEdr13_storage_a_caes,DEdr13_bus_el,,224.65,,,,,,0,,,,,,,,,
Storage,DEdr13_storage_a_caes,DEdr13_bus_el,DEdr13_storage_a_caes,,224.65,,,,,,0,,673.95,0,0.837,0.837,0.5,0,1,
Storage,DEdr13_storage_hydrogen,DEdr13_storage_hydrogen,DEdr13_bus_el,,729.56,,,,,,0,,,,,,,,,
Storage,DEdr13_storage_hydrogen,DEdr13_bus_el,DEdr13_storage_hydrogen,,729.56,,,,,,0,,7295.65,0,0.632,0.632,0.5,0,1,
Storage,DEdr13_storage_lithium_ion,DEdr13_storage_lithium_ion,DEdr13_bus_el,,1130.46,,,,,,0,,,,,,,,,
Storage,DEdr13_storage_lithium_ion,DEdr13_bus_el,DEdr13_storage_lithium_ion,,1130.46,,,,,,0,,5652.32,0,0.975,0.975,0.5,0,1,
Storage,DEdr13_storage_redox_flow,DEdr13_storage_redox_flow,DEdr13_bus_el,,67.18,,,,,,0,,,,,,,,,
Storage,DEdr13_storage_redox_flow,DEdr13_bus_el,DEdr13_storage_redox_flow,,67.18,,,,,,0,,223.93,0,0.866,0.866,0.5,0,1,
Sink,DEdr13_load,DEdr13_bus_el,DEdr13_load,,2242.0368848321,,,,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
### DEdr14,,,,,,,,,,,,,,,,,,,,
Sink,DEdr14_excess,DEdr14_bus_el,DEdr14_excess,,,,,,,,0.00000001,,,,,,,,,
Source,DEdr14_shortage,DEdr14_shortage,DEdr14_bus_el,,,,,,,,1000,,,,,,,,,
LinearTransformer,DEdr14_pp_biomass,DEdr14_pp_biomass,DEdr14_bus_el,0.38,2552.8422691449,,,2514,,29000,3.9,,,,,,,,,
LinearTransformer,DEdr14_pp_biomass,GL_bus_biomass,DEdr14_pp_biomass,,,,,,,,,,,,,,,,,
Source,DEdr14_run_of_river,DEdr14_run_of_river,DEdr14_bus_el,,24.7825869371,,,,0.65,,,TRUE,,,,,,,,
Source,DEdr14_solar,DEdr14_solar,DEdr14_bus_el,,4311.453,,,,seq,,,TRUE,,,,,,,,
